[rosmaster.main][INFO] 2015-11-26 12:33:48,563: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2015-11-26 12:33:48,563: Starting ROS Master Node
[rosmaster.master][INFO] 2015-11-26 12:33:57,257: -PUB [/head_camera_trigger/waveform] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,258: -SERVICE [/head_camera_trigger/set_waveform] /realtime_loop rosrpc://c1:37178
[rosmaster.master][INFO] 2015-11-26 12:33:57,270: +SERVICE [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/set_parameters] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,271: +PUB [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/parameter_descriptions] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,272: +PUB [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/parameter_updates] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,276: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,277: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,277: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,278: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,279: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,280: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,280: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,281: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,282: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,283: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,284: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,284: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,285: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,286: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,287: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,287: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,288: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,289: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,290: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,290: +PARAM [/calibration_controllers/calibrate/cal_l_elbow_flex/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,291: +PUB [/calibration_controllers/calibrate/cal_l_elbow_flex/state] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,297: +SUB [/calibration_controllers/calibrate/cal_l_elbow_flex/command] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,298: +SERVICE [/calibration_controllers/calibrate/cal_l_elbow_flex/is_calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,298: +PUB [/calibration_controllers/calibrate/cal_l_elbow_flex/calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,303: -PUB [/projector_controller/falling_edge_timestamps] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,304: -PUB [/projector_controller/rising_edge_timestamps] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,316: +SERVICE [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/set_parameters] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,317: +PUB [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/parameter_descriptions] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,317: +PUB [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/parameter_updates] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,321: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,322: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,323: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,324: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,325: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,325: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,326: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,327: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,328: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,328: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,329: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,330: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,331: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,331: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,332: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,333: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,334: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,334: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,335: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,336: +PARAM [/calibration_controllers/calibrate/cal_r_upper_arm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,337: +PUB [/calibration_controllers/calibrate/cal_r_upper_arm_roll/state] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,341: +SUB [/calibration_controllers/calibrate/cal_r_upper_arm_roll/command] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,341: +SERVICE [/calibration_controllers/calibrate/cal_r_upper_arm_roll/is_calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,342: +PUB [/calibration_controllers/calibrate/cal_r_upper_arm_roll/calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,345: -PUB [/projector_trigger/waveform] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,346: -SERVICE [/projector_trigger/set_waveform] /realtime_loop rosrpc://c1:37178
[rosmaster.master][INFO] 2015-11-26 12:33:57,347: -PUB [/rosout] /spawner_camera_synchronizer http://c1:55906/
[rosmaster.master][INFO] 2015-11-26 12:33:57,348: -SERVICE [/spawner_camera_synchronizer/get_loggers] /spawner_camera_synchronizer rosrpc://c1:53623
[rosmaster.master][INFO] 2015-11-26 12:33:57,348: -SERVICE [/spawner_camera_synchronizer/set_logger_level] /spawner_camera_synchronizer rosrpc://c1:53623
[rosmaster.master][INFO] 2015-11-26 12:33:57,358: +SERVICE [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/set_parameters] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,359: +PUB [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/parameter_descriptions] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,359: +PUB [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/parameter_updates] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,363: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,364: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,365: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,365: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,366: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,367: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,368: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,368: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,369: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,370: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,371: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,371: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,372: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,373: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,374: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,374: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,375: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,376: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,377: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,377: +PARAM [/calibration_controllers/calibrate/cal_l_upper_arm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,378: +PUB [/calibration_controllers/calibrate/cal_l_upper_arm_roll/state] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,384: +SUB [/calibration_controllers/calibrate/cal_l_upper_arm_roll/command] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,385: +SERVICE [/calibration_controllers/calibrate/cal_l_upper_arm_roll/is_calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,385: +PUB [/calibration_controllers/calibrate/cal_l_upper_arm_roll/calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,402: publisherUpdate[/rosout] -> http://c1:53795/
[rosmaster.master][INFO] 2015-11-26 12:33:57,403: +SERVICE [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/set_parameters] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,403: +PUB [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/parameter_descriptions] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,404: +PUB [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/parameter_updates] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,408: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,409: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,410: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,410: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,411: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,412: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,413: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,414: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,414: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,415: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,416: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,417: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,417: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,418: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,419: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,420: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,420: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,421: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,422: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,423: +PARAM [/calibration_controllers/calibrate/cal_r_shoulder_lift/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,423: +PUB [/calibration_controllers/calibrate/cal_r_shoulder_lift/state] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,429: +SUB [/calibration_controllers/calibrate/cal_r_shoulder_lift/command] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,430: +SERVICE [/calibration_controllers/calibrate/cal_r_shoulder_lift/is_calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,430: +PUB [/calibration_controllers/calibrate/cal_r_shoulder_lift/calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,448: +SERVICE [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/set_parameters] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,448: +PUB [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/parameter_descriptions] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,449: +PUB [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/parameter_updates] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,453: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,454: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,455: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,455: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,456: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,457: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,458: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,459: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,459: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,460: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,461: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,462: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,462: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,463: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,464: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,465: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,465: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,466: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,467: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,468: +PARAM [/calibration_controllers/calibrate/cal_l_shoulder_lift/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,468: +PUB [/calibration_controllers/calibrate/cal_l_shoulder_lift/state] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,474: +SUB [/calibration_controllers/calibrate/cal_l_shoulder_lift/command] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,475: +SERVICE [/calibration_controllers/calibrate/cal_l_shoulder_lift/is_calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,475: +PUB [/calibration_controllers/calibrate/cal_l_shoulder_lift/calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,492: +SERVICE [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/set_parameters] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,493: +PUB [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/parameter_descriptions] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,494: +PUB [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/parameter_updates] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,498: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,498: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,499: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,500: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,501: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,501: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,502: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,503: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,504: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,504: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,505: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,506: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,507: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,508: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,508: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,509: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/p] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,510: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,510: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/d] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,511: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i_clamp_min] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,512: +PARAM [/calibration_controllers/calibrate/cal_r_forearm_roll/pid/i_clamp_max] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,513: +PUB [/calibration_controllers/calibrate/cal_r_forearm_roll/state] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,518: +SUB [/calibration_controllers/calibrate/cal_r_forearm_roll/command] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,519: +SERVICE [/calibration_controllers/calibrate/cal_r_forearm_roll/is_calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,520: +PUB [/calibration_controllers/calibrate/cal_r_forearm_roll/calibrated] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:57,533: +PARAM [/calibration_controllers/calibrate/cal_r_wrist/roll_velocity/type] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,534: +PARAM [/calibration_controllers/calibrate/cal_r_wrist/roll_velocity/joint] by /realtime_loop
[rosmaster.master][INFO] 2015-11-26 12:33:57,535: +PARAM [/calibration_controllers/calibrate/cal_r_wrist/roll_velocity/pid] by /realtime_loop
